,id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
4040,4040,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.466109593,0.435620773,34.435620773,6520.8976
13015,13015,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.555726691,0.477961423,38.0603745,6671.07264
2252,2252,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.427977027,0.391582692,31.6656798,4789.59697
14888,14888,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.447780771,0.389381151,31.59741611,4898.83586
842,842,37.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.534251703,0.463152392,37.78237359,6626.8515
6878,6878,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.593049003,0.492641907,36.16604354,6942.3963
6660,6660,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.444479717,0.426773305,33.31223192,4899.11899
7745,7745,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.462996546,0.428118259,33.12590428,5492.81699
6012,6012,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.425010896,0.417545412,32.46088718,4476.81146
7893,7893,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.449877074,0.384575636,32.31099546,4574.81387
13034,13034,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.443419908,0.42726083,33.3039002,5453.99382
7276,7276,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.407072571,0.392485206,31.90931611,4888.50303
10986,10986,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.508341786,0.459464772,36.21402074,5377.27086
6404,6404,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.559324725,0.471592749,38.74276374,7284.81478
1095,1095,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.524577301,0.434349356,36.46634183,6521.29112
8630,8630,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.35965467,0.383470679,29.69390641,6515.30587
5801,5801,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.36099568,0.382855862,28.23425966,3895.62684
3715,3715,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.569935673,0.476928353,39.58916872,6771.67497
9965,9965,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.612974151,0.503663416,42.50852244,7829.47294
2743,2743,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.550116044,0.471871207,38.45252155,7206.90196
8758,8758,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.5143032,0.454917386,36.82658691,6189.7798
10216,10216,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.481204499,0.445284233,35.20741312,6594.0446
11662,11662,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.520587192,0.46326367,37.74750888,6274.93484
9867,9867,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.459087683,0.398255665,31.90931611,3804.61017
11290,11290,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.495987728,0.424609234,34.76957798,6493.47253
6840,6840,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.410253857,0.408851197,31.6656798,4418.44126
4596,4596,20.0,0.0,0.585,0.0,0.0,86.0,52.0,71.9,62.0,30.0,50.8,3.77,0.06,0.385503456,0.390310494,29.55949395,3998.05416
6321,6321,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.521950271,0.455614374,36.67877702,6397.35569
8241,8241,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.596551315,0.497916665,41.72079694,7301.10622
3583,3583,25.0,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.500058984,0.444146829,35.55753695,5524.14541
10849,10849,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.547743879,0.47653588,38.70734774,7048.87072
14634,14634,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.595712725,0.498282106,41.21921269,7575.80124
12433,12433,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.542170237,0.471161461,38.69800786,6702.78038
1629,1629,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.308856187,0.366977261,27.19065136,2946.92602
6054,6054,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.610860604,0.504526655,43.2784975,8298.20697
13971,13971,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.398218446,0.391617371,31.88184658,4079.91244
14228,14228,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.337022711,0.377566465,30.57450377,3822.98167
5189,5189,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.566319234,0.463502091,37.69400303,6493.47253
7794,7794,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.536899811,0.467852649,38.65350945,6749.51819
13902,13902,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.559628479,0.470719039,37.71251297,6595.90158
7110,7110,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.496618271,0.448946243,35.88512085,5728.74828
14236,14236,12.5,0.25,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.543071549,0.476308423,39.33656697,6771.67497
13054,13054,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.481472551,0.411546877,34.83881461,5831.7066
9786,9786,12.5,0.25,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.392583006,0.408088064,30.13586876,3941.25512
5191,5191,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.603524723,0.497916665,42.17176453,7738.88171
12470,12470,20.0,0.537,0.117,0.409,0.058,69.7,42.1,58.2,50.2,24.3,41.2,3.77,0.06,0.509989204,0.429710486,28.28235597,6132.41738
2263,2263,20.0,18.43,0.0,0.0,0.0,86.0,52.0,71.9,62.0,30.0,50.8,3.77,0.06,0.517993775,0.364725785,27.10639138,5009.96222
7281,7281,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.603544257,0.500653697,42.13008169,7616.70599
14776,14776,25.0,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.510102557,0.430113965,35.41408191,6098.11317
1920,1920,25.0,0.5,0.38,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.527742687,0.470373306,37.90850822,6852.97971
5971,5971,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.55235942,0.472521274,38.84880688,6645.56998
13271,13271,25.0,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.492994856,0.449875462,35.48700839,5597.02216
1390,1390,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.511413154,0.460126356,37.27729673,6493.63712
3440,3440,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.320564713,0.367762987,30.57755786,3276.36206
4285,4285,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.504435443,0.452484359,36.7513957,5931.7528
5010,5010,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.384610827,0.401236607,30.79374092,4696.44394
5876,5876,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.606599706,0.50020424,42.50852244,7715.81088
1255,1255,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.520180895,0.460795368,37.72210168,6328.89332
4349,4349,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.541564813,0.463275619,37.83085944,6400.02221
2959,2959,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.46751899,0.429710486,34.76957798,5746.77703
12337,12337,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.350874635,0.384432592,29.05187144,3511.5379
14450,14450,12.5,0.25,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.39936701,0.383563534,29.94364365,4320.87416
14060,14060,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.606599706,0.500647106,42.53222072,7835.76779
10759,10759,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.530916639,0.462462315,37.69400303,6301.03442
10564,10564,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.489083314,0.464639165,35.62231346,4947.60566
4168,4168,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.585377664,0.488005014,40.4613306,7322.60914
9873,9873,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.582482559,0.48651762,38.37855771,6799.72918
412,412,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.391964935,0.393418576,30.80685608,4393.52743
784,784,12.5,0.25,0.25,0.25,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.53990422,0.442789316,36.25083805,6368.84982
14075,14075,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.571708025,0.468493268,39.23411184,6370.89887
4517,4517,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.392583006,0.392668897,29.73999168,4166.29973
6038,6038,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.49739138,0.447536765,35.20741312,5722.57676
5641,5641,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.53427161,0.468763134,38.45140921,6643.9019
5129,5129,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.595065655,0.490020262,41.36494454,7406.90248
132,132,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.383882188,0.393418576,29.80324762,3834.5748
5727,5727,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.534251703,0.438095887,35.97225667,6677.62443
5285,5285,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.32833671,0.37718413,28.21340501,3385.36422
1183,1183,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.49368953,0.424803532,33.33119375,5750.88107
9877,9877,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.383581787,0.400980125,30.05252128,3923.90628
3452,3452,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.612209289,0.504526655,42.59849195,7998.35059
4249,4249,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.574708327,0.484698098,40.11817697,7502.24389
10067,10067,12.5,0.25,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.599953146,0.495185183,41.36318078,7771.01027
3359,3359,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.464411249,0.42801212,33.12546719,5828.73212
393,393,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.371183688,0.394915268,30.79374092,3804.61017
5239,5239,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.48180056,0.411546877,32.81196654,5402.48408
982,982,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.488485703,0.42403139,35.35683231,6614.21931
11728,11728,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.594836828,0.498475898,41.78212739,7541.6674
5897,5897,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.507115625,0.45370258,36.14878201,6327.00807
13719,13719,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.520587192,0.46326367,37.74750888,6279.3385
10401,10401,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.387861179,0.408851197,31.67018669,3943.13168
12519,12519,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.481472551,0.442535249,37.35683231,5807.00693
13639,13639,12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.582482579,0.481173502,42.48753914,7903.51351
12995,12995,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.450593944,0.420598245,33.99420814,5323.30034
10840,10840,37.5,0.75,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.450822025,0.420598245,32.29905902,5005.32997
175,175,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.557250655,0.476382696,39.09961353,6746.4546
7364,7364,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.599953146,0.496270554,35.44358911,6645.56998
2256,2256,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.5138891,0.456826317,36.02177209,7556.10991
14972,14972,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.500207249,0.445497348,34.60534039,5033.68556
334,334,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.546003143,0.43910209,34.76957798,6443.2569
1825,1825,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.488485703,0.437317312,34.25153963,5830.89362
3227,3227,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.404446048,0.401091418,32.81579359,4476.81146
9981,9981,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.573204799,0.488568502,39.86930394,6826.20873
9425,9425,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.58492102,0.486889324,40.33593654,7479.93417
11103,11103,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.601357636,0.498476468,41.91637397,6735.24371
14516,14516,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.584016198,0.497978979,40.65549833,7152.13259
8510,8510,25.0,0.25,0.38,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.480707687,0.401067837,34.78488765,6922.84679
10174,10174,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.645475445,0.524904141,42.13008169,7617.39589
3922,3922,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.454937519,0.405558182,35.11873926,5898.01573
2702,2702,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.506260198,0.453821541,36.84586824,6190.66597
14722,14722,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.509989204,0.453001484,36.94898618,8090.41713
2067,2067,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.621810512,0.513208594,43.97470322,8166.59786
13170,13170,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.583378727,0.497916665,41.82737534,7159.33666
7780,7780,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.506346175,0.449306369,38.61011529,6994.24801
6899,6899,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.483805569,0.442952601,35.72248781,5781.85965
14501,14501,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.576561833,0.485006371,39.84228532,7400.77538
831,831,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.55195445,0.476588872,38.68551287,5313.37828
8773,8773,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.534251703,0.463561831,37.87903588,6328.89332
513,513,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.565085745,0.476928353,39.33777176,7434.34904
6993,6993,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.340822336,0.379871916,28.43820263,3322.9462
9460,9460,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.500058984,0.444690988,35.47352652,5566.52275
11475,11475,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.498058212,0.45386752,36.68541263,5830.89362
6702,6702,12.5,0.25,0.25,0.63,0.75,69.7,57.2,58.2,50.2,24.3,41.2,34.0,0.56,0.444908279,0.407609786,32.5057415,5834.98164
245,245,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.384981338,0.399723843,29.74258268,4177.0152
8812,8812,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.463187081,0.426746554,34.18362679,6188.47714
1405,1405,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.622419314,0.513585375,43.65957738,8284.85461
3978,3978,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.437609121,0.416107584,32.81579359,4768.59437
3212,3212,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.581744319,0.490357436,40.23598632,7107.60976
9860,9860,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.572046486,0.482423774,39.92972033,7483.73632
5444,5444,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.58337988,0.48651762,39.98873363,5948.11447
14881,14881,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.449875425,0.41985155,31.08154655,4853.8076
9963,9963,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.39936701,0.409260571,31.85521692,4493.64409
7116,7116,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.633144179,0.462462315,39.81661146,8570.91353
13826,13826,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.404564858,0.40109141416,30.79125626,8969.40184
746,746,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.521119725,0.461801728,37.62977375,6598.85404
10980,10980,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.376670148,0.383581787,29.83315835,3834.5748
12678,12678,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.466279462,0.420093742,34.31400484,5686.12196
7869,7869,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.600435148,0.500292047,41.93725753,7101.75783
4905,4905,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.559324725,0.455453173,38.38301202,6677.62443
2048,2048,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.470593127,0.413096652,32.59242207,5548.12201
3076,3076,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.435965493,0.404869033,31.07883034,4177.0152
14867,14867,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.37680364,0.396602445,30.15219795,3764.31973
5573,5573,12.5,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.42213693,0.414830175,33.48611213,3866.79896
4995,4995,37.5,0.75,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.404617089,0.400980125,30.68026439,4068.35066
12219,12219,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.408178454,0.403476889,31.6656798,4245.28573
5472,5472,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.485327287,0.4465758733,42.57478166,6770.23332
2727,2727,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.545094508,0.477126551,37.74750888,7793.44206
12430,12430,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.531891546,0.440785841,36.09379556,6747.59779
977,977,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.487214901,0.446518367,35.71826335,5544.62172
2784,2784,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.641617746,0.409438226,31.10161493,8711.20896
8259,8259,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.621810512,0.513260507,43.24204733,8284.85461
11585,11585,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.459087683,0.403128905,33.28480863,5945.89951
2403,2403,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.473458531,0.435584965,34.87061011,5529.06614
15120,15120,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.555210358,0.438612787,38.6254357,7969.02575
14284,14284,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.534251703,0.464561582,36.83081961,6461.67087
12454,12454,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.587319779,0.481173502,40.46221144,6503.27204
7812,7812,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.542170237,0.467723959,36.63337572,6822.97163
438,438,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.496826261,0.447095519,35.17991165,5852.8742
6264,6264,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.543968929,0.462760521,37.96686445,6449.04157
8423,8423,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.468921469,0.430077888,34.93451187,5205.3203
713,713,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.532482559,0.465680233,37.96686445,6328.89332
9311,9311,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.564981991,0.465157167,38.52587501,6412.47345
12015,12015,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.315500071,0.376880162,28.88711983,3494.94296
11081,11081,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.622619314,0.511298321,43.3126693,7771.01027
1596,1596,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.508675267,0.453028369,36.92483932,5296.61109
13207,13207,37.5,0.5,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.468305902,0.436042539,34.70788043,6274.93484
9215,9215,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.506260198,0.453940904,36.90850822,8408.38341
1642,1642,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.607679197,0.504532158,42.50248162,7714.3231
14139,14139,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.534251703,0.436258462,31.64262219,4789.59697
7736,7736,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.536036288,0.460796109,36.19103587,6482.70572
